회원, 동맹 공헌 랭킹, 본 서버 공헌 랭킹, 공헌이번 주, 전공이번 주, 협공이번 주, 기부이번 주, 공헌총량, 전공총량, 협공총량, 기부총량, 세력치, 소속 진영, 그룹
대선싫어, 21, 163, 17915947, 205577, 0, 104317, 138854811, 1261719, 92607, 585056, 32860, 사예, 그룹 없음
원통사, 30, 210, 17545002, 145978, 0, 0, 172975236, 1202348, 39600, 127378, 34700, 사예, 주점
RZ디에스, 34, 230, 17421026, 227909, 4178, 0, 215174429, 1145491, 46735, 362978, 36120, 서촉, 하마
巛冰탕후루, 15, 97, 17214523, 160583, 101, 0, 179754601, 1573466, 43092, 4184, 34360, 사예, 질주
武집게리아, 166, 909, 16707307, 69457, 350, 0, 94639719, 328217, 4556, 448705, 25680, 사예, 질주
無限알파, 24, 173, 16468122, 220381, 200, 0, 161664664, 1288727, 28517, 541981, 32620, 사예, 무한
酒현덕, 11, 88, 16439485, 226218, 1223, 0, 196772933, 1593727, 47742, 53798, 39650, 사예, 주점
無限혜원, 122, 679, 16240535, 117060, 135, 0, 118678290, 487469, 42172, 960312, 34070, 사예, 무한
巛꿀차, 50, 320, 16194089, 181809, 0, 0, 133271652, 973742, 25660, 491738, 34650, 사예, 질주
호섭, 43, 269, 16166528, 183542, 2934, 0, 154562066, 1043894, 36436, 494201, 33880, 서촉, 하마
태리농부, 2, 29, 15877573, 240234, 0, 0, 229859867, 2243776, 33184, 413180, 34330, 사예, 영농조합
축둥, 37, 246, 15772411, 114869, 350, 0, 169180739, 1037482, 57906, 465754, 30800, 사예, 그룹 없음
형수새참농부, 95, 543, 15626195, 113798, 350, 0, 159691024, 614728, 47418, 255426, 33903, 사예, 영농조합
酒맹덕, 19, 141, 15272166, 207281, 1781, 0, 172595312, 1392487, 48488, 125054, 36540, 사예, 주점
특이점, 51, 321, 15071115, 147460, 131, 0, 171557803, 936858, 54832, 522640, 37293, 서촉, 하마
에그맨, 126, 701, 14787514, 122864, 3402, 0, 132911903, 464053, 61554, 506425, 20770, 서촉, 하마
巛연개소문, 38, 250, 14369499, 124877, 460, 0, 143753058, 1086203, 47657, 107949, 34426, 사예, 질주
众이치, 94, 537, 14122640, 101451, 200, 0, 125012197, 680562, 21555, 184201, 39180, 사예, 주점
ㅋㅎヘ, 75, 440, 13810028, 137719, 0, 0, 118353748, 736447, 49722, 501283, 30203, 사예, 그룹 없음
민책, 22, 164, 13727159, 177851, 4608, 0, 163089974, 1336308, 43336, 3685, 35430, 서촉, 하마
無限유선, 142, 783, 13534899, 69135, 50, 0, 106138324, 383067, 40762, 1052267, 31030, 사예, 무한
羊수학, 6, 70, 13456575, 130890, 0, 0, 186947954, 1748938, 49918, 701443, 34520, 사예, 영농조합
힘으로해결, 181, 1009, 13136268, 29835, 5118, 0, 134582618, 138732, 127378, 435594, 35570, 서촉, 전룡제후
탐스러워, 65, 396, 13107655, 170761, 1875, 0, 147769608, 807609, 43369, 784830, 26770, 서촉, 하마
SP돼지감자, 44, 272, 13106277, 113597, 50, 0, 135327292, 1014267, 53724, 3168782, 28780, 사예, 전룡제후
RZ곤, 48, 311, 13030957, 210012, 5190, 0, 145994039, 973471, 61853, 250559, 23983, 서촉, 하마
巛신유나, 13, 92, 12920588, 197355, 0, 0, 184159320, 1605961, 25220, 332420, 37930, 사예, 질주
RZ찬블리, 40, 258, 12866130, 184095, 2381, 259284, 171771328, 1100188, 29983, 836057, 32960, 서촉, 하마
一갓스무디, 121, 678, 12837952, 62791, 50, 1435265, 89157586, 485498, 61431, 5867313, 28670, 사예, 그룹 없음
羊보까, 39, 252, 12706082, 125111, 250, 0, 179902557, 1071037, 47018, 869832, 32230, 사예, 영농조합
無限대박, 77, 442, 12669928, 149370, 1650, 665847, 194369797, 781018, 21366, 3901279, 39420, 서촉, 무한
미칸, 104, 600, 12631382, 131531, 940, 0, 116873654, 573506, 42193, 772621, 20963, 서촉, 하마
칼끝, 3, 36, 12612441, 220171, 0, 0, 219219862, 2173598, 50680, 137611, 34450, 사예, 무한
공대생농부, 191, 1155, 12584310, 17417, 101, 3478534, 84001966, 106149, 3716, 8860054, 21690, 사예, 영농조합
탱구, 151, 835, 12426785, 64000, 531, 0, 144473441, 376584, 14858, 355009, 26010, 서촉, 하마
巛운서, 110, 624, 12418100, 98398, 0, 1242331, 140913386, 565996, 30321, 4318026, 32760, 사예, 질주
농부테스형, 107, 606, 12378177, 76303, 50, 0, 111956065, 550612, 43548, 462348, 30660, 사예, 영농조합
SP용랑, 16, 98, 12351897, 211396, 0, 0, 148791035, 1536191, 49237, 297918, 34500, 사예, 전룡제후
無帝제갈송, 129, 711, 12272049, 84460, 0, 0, 146668997, 515638, 3496, 121722, 37003, 사예, 그룹 없음
더블샷콘파냐, 155, 870, 12254668, 53318, 2226, 0, 139149622, 337728, 29660, 636633, 29950, 서촉, 하마
한무제유철, 96, 546, 12252042, 94404, 2342, 0, 167449707, 648567, 48516, 657359, 34020, 서촉, 하마
상또, 56, 348, 12214333, 155313, 2151, 0, 178942268, 900075, 25215, 260170, 37120, 사예, 그룹 없음
無限워니쭈니, 60, 361, 12052569, 119057, 228, 0, 156838981, 846958, 36161, 709257, 33520, 사예, 무한
불세출미르, 117, 659, 11852278, 95564, 6355, 0, 103443178, 520043, 49016, 1391786, 22769, 서촉, 하마
지와빠, 81, 465, 11851713, 95733, 1800, 0, 132918187, 707302, 54539, 365951, 30243, 서촉, 하마
巛삐카츄, 8, 75, 11768494, 237381, 50, 0, 162687066, 1665346, 31156, 86308, 30560, 사예, 질주
巛아카, 174, 960, 11759362, 32771, 0, 0, 111672892, 269789, 23060, 600998, 28530, 사예, 질주
아련한농부, 62, 387, 11678624, 120628, 0, 0, 126311242, 840116, 15909, 0, 25340, 사예, 영농조합
라스웰, 135, 748, 11602773, 63889, 6640, 0, 95098524, 445843, 44400, 144705, 20390, 서촉, 하마
侯짱뚱어, 153, 866, 11599528, 52268, 0, 318566, 83163371, 303352, 49161, 2541821, 30860, 사예, 전룡제후
無限오리꽥꽥, 138, 761, 11581069, 49307, 252, 1151310, 125162403, 396581, 53130, 2647614, 30820, 사예, 무한
SP하노이, 10, 85, 11542350, 193847, 0, 0, 186152675, 1610024, 31255, 511418, 29860, 사예, 전룡제후
땡벌농부, 92, 513, 11515379, 143871, 932, 0, 114728988, 698723, 36595, 285139, 28460, 사예, 영농조합
통도사, 12, 89, 11508088, 207665, 0, 0, 176434555, 1603151, 23082, 493921, 36270, 사예, 주점
때찌얌, 112, 643, 11493339, 92660, 750, 0, 122128457, 503239, 57831, 1288621, 31910, 사예, 영농조합
SP깐도리, 31, 222, 11333518, 184461, 595, 0, 122784106, 1199012, 10298, 0, 26050, 사예, 전룡제후
众화극, 17, 103, 11275943, 215784, 0, 0, 214822018, 1532685, 40056, 363179, 39030, 사예, 주점
이스턴, 143, 789, 11268813, 48445, 6227, 0, 89501017, 407413, 36813, 402001, 20769, 서촉, 하마
無限쿠이나, 116, 658, 11133970, 85154, 2650, 0, 110981752, 471179, 44452, 623705, 29350, 사예, 무한
지누농부, 52, 333, 11108385, 144042, 0, 0, 131629116, 899581, 47088, 621237, 32910, 사예, 영농조합
당돌한농부, 90, 505, 11072482, 69316, 0, 0, 115102519, 679080, 36418, 619647, 29090, 사예, 영농조합
神곰탈여우, 136, 751, 11068394, 84804, 8290, 0, 107860518, 408617, 87430, 0, 27643, 파군, 그룹 없음
천신공, 137, 757, 10724576, 95845, 2816, 0, 88098899, 397494, 70301, 4256168, 18753, 서촉, 그룹 없음
無限조운, 7, 71, 10680830, 213047, 0, 0, 198741184, 1759490, 6068, 319128, 34570, 사예, 무한
無限사장, 99, 562, 10669389, 115910, 4360, 0, 116005051, 640482, 28126, 316089, 24933, 서촉, 무한
처제새참농부, 97, 549, 10601485, 79411, 0, 0, 157325059, 620661, 38790, 208580, 34763, 사예, 영농조합
SP파주형, 145, 809, 10556154, 57535, 1050, 0, 87959177, 380971, 43724, 605571, 25630, 사예, 전룡제후
巛에데, 113, 644, 10416852, 47080, 0, 0, 109448346, 522017, 45645, 544152, 32470, 사예, 질주
기미사, 57, 350, 10251507, 114210, 0, 0, 144441839, 868824, 29869, 625580, 30660, 사예, 주점
궤도민수, 176, 963, 10226124, 39874, 5939, 0, 97912589, 259082, 41909, 662640, 25180, 서촉, 하마
無限성난태균, 86, 486, 10210795, 117302, 0, 0, 120832720, 738998, 28323, 860149, 29720, 사예, 무한
巛한라, 9, 79, 10171212, 201115, 768, 0, 166270168, 1631082, 42872, 500240, 31280, 사예, 질주
巛키리야스, 58, 353, 9980349, 106781, 353, 0, 134817150, 833377, 42359, 1291405, 34580, 사예, 질주
巛픽션, 74, 439, 9688983, 100215, 0, 0, 163388024, 723735, 43546, 643353, 33560, 사예, 질주
마스터농부, 42, 267, 9507079, 128207, 0, 99713, 124351359, 994720, 50111, 701554, 30100, 사예, 영농조합
킹아야ㆍ, 14, 96, 9426308, 158399, 50, 0, 137855717, 1506068, 62225, 489040, 25530, 사예, 그룹 없음
내레이버섯커, 100, 587, 9271249, 71575, 3881, 284723, 126850409, 565023, 49385, 2152614, 32240, 서촉, 그룹 없음
巛태리, 106, 601, 9210810, 68405, 0, 0, 107335626, 580371, 37433, 859810, 31113, 사예, 질주
無限골퍼, 87, 490, 9187528, 95791, 109, 0, 118037001, 678885, 29778, 395448, 29210, 사예, 무한
神폭주레드홍, 125, 695, 9171902, 59558, 0, 0, 93441715, 478908, 55334, 104348, 28763, 사예, 무한
SP사마선, 68, 427, 9153097, 85842, 350, 602867, 123234143, 776469, 24973, 1313682, 25490, 사예, 전룡제후
푸른해, 28, 190, 9138182, 146513, 3722, 0, 155566655, 1245751, 53179, 251337, 36290, 서촉, 하마
巛궁귀, 140, 773, 9130719, 41114, 350, 0, 112795202, 388322, 50037, 1427693, 28930, 사예, 질주
듀크라이너, 182, 1021, 9112590, 50193, 974, 0, 78211012, 212747, 24342, 757301, 21573, 서촉, 하마
侯이똘망, 49, 318, 9016990, 101697, 0, 0, 153471797, 945507, 42652, 795132, 32790, 사예, 전룡제후
呂두령, 76, 441, 8952090, 104790, 0, 0, 114406449, 769313, 28096, 717228, 25010, 사예, 전룡제후
巛두루이드, 115, 648, 8655990, 44756, 50, 0, 111452983, 515855, 50755, 510113, 32400, 사예, 질주
無限아가릿, 189, 1129, 8556148, 5990, 0, 0, 64043287, 100859, 27233, 597207, 25580, 서촉, 무한
酒정뱅이, 54, 341, 8533509, 84178, 550, 0, 120688722, 849794, 63477, 124346, 31460, 사예, 주점
友조르바, 120, 672, 8377558, 79469, 287, 0, 78083279, 479607, 53367, 441460, 19493, 사예, 그룹 없음
잠자는농부, 69, 429, 8317410, 99123, 250, 0, 168090154, 730669, 49634, 131086, 33700, 사예, 영농조합
으따뭐시다요, 130, 726, 8236293, 106156, 1807, 0, 84201130, 470219, 41762, 318399, 20458, 서촉, 하마
별난I칼라I, 158, 881, 8232501, 58752, 9959, 0, 94263730, 319559, 40793, 0, 26350, 서촉, 하마
달빛군주, 71, 434, 8150932, 123331, 2242, 0, 168275155, 750510, 18980, 485583, 34910, 서촉, 하마
酒시부, 127, 708, 7880202, 66626, 0, 0, 88784690, 440031, 53914, 369433, 23610, 사예, 주점
YUNONE, 73, 436, 7859346, 93941, 3350, 0, 120548595, 776570, 48355, 305665, 28230, 사예, 주점
홍프로님, 197, 1233, 7846287, 18617, 50, 0, 63246800, 26417, 1842, 3640406, 35200, 서촉, 하마
众사치, 36, 236, 7710940, 117880, 602, 0, 134476887, 1157138, 30832, 284829, 32420, 사예, 주점
관음사, 123, 684, 7696147, 71812, 0, 0, 96946295, 482065, 33915, 1407303, 25460, 사예, 주점
無限동백, 33, 228, 7581752, 101854, 0, 652138, 126228747, 1099434, 53640, 1724045, 32440, 사예, 무한
RZ무리안, 82, 470, 7556593, 125036, 3115, 0, 134205316, 752371, 20903, 253607, 14470, 서촉, 하마
無限스티브, 159, 884, 7543870, 58966, 0, 0, 97233363, 284897, 38938, 3667021, 35240, 사예, 무한
여호수야, 20, 146, 7496721, 134855, 0, 0, 174345059, 1407663, 17139, 921590, 31120, 사예, 전룡제후
골뱅이조조, 134, 746, 7479796, 62300, 5500, 0, 89756998, 432016, 45834, 126730, 30280, 서촉, 하마
巛진소한, 61, 376, 7466054, 101698, 0, 0, 123059952, 836484, 31741, 799946, 31290, 사예, 질주
酒파인, 133, 740, 7396972, 63162, 1000, 0, 94208995, 403032, 57848, 425571, 26380, 사예, 주점
無限호암, 164, 907, 7333781, 60201, 0, 97844, 88504996, 310958, 29081, 1138417, 29880, 사예, 무한
SP은마아팟, 79, 457, 7235955, 60880, 0, 0, 98700679, 709657, 31833, 643232, 28290, 사예, 전룡제후
SP부엉이, 70, 431, 7106138, 105929, 1018, 0, 105428118, 758208, 37697, 762591, 26960, 사예, 전룡제후
兄용왕고래, 194, 1203, 7057386, 9548, 350, 0, 52022877, 33315, 24657, 2790704, 22160, 서촉, 하마
반달가슴용, 101, 591, 7032681, 71053, 350, 0, 107246898, 587581, 22446, 1523419, 35230, 사예, 무한
無限티파니옹, 59, 356, 6997586, 132512, 1595, 0, 148251471, 864440, 29938, 184523, 27743, 서촉, 무한
巛두둥, 157, 877, 6881455, 38689, 1120, 0, 91477580, 311961, 36963, 1181975, 24640, 사예, 질주
軍주노, 128, 709, 6778600, 55126, 6825, 0, 77526210, 465222, 49035, 451789, 21203, 서촉, 그룹 없음
아이유애나, 177, 971, 6630249, 53162, 760, 0, 71013390, 249978, 34534, 1881493, 18641, 서촉, 하마
희안사, 88, 503, 6592239, 80143, 2048, 391583, 140194828, 688105, 65900, 957628, 31923, 사예, 주점
众야차, 41, 260, 6586923, 131774, 0, 0, 128772574, 1030396, 34313, 540504, 34910, 사예, 주점
巛감토, 156, 872, 6572376, 46075, 0, 0, 115094329, 316042, 34533, 1893067, 32473, 사예, 질주
너혼자레벨업, 150, 833, 6520641, 72322, 4616, 0, 78142531, 350625, 49090, 568112, 23970, 서촉, 하마
無限아이스, 165, 908, 6487138, 51452, 2594, 0, 86910741, 282706, 45396, 924055, 30903, 서촉, 무한
無帝곰탈여우, 83, 472, 6440264, 100303, 4659, 0, 122777222, 689866, 66155, 0, 28069, 서촉, 그룹 없음
弓꽃노숙, 199, 1289, 6355530, 0, 0, 939681, 35871931, 0, 532, 6463671, 25730, 서촉, 하마
스누피모모, 170, 929, 6332382, 64135, 2982, 0, 113422757, 296285, 29836, 398770, 23530, 서촉, 하마
酒보연사, 186, 1061, 6284208, 21899, 0, 363412, 83263514, 148507, 44784, 6410469, 26570, 서촉, 주점
군주봉, 169, 926, 6280791, 78282, 3099, 0, 82279429, 311194, 12959, 0, 21530, 서촉, 하마
SP전설방패, 185, 1044, 6108855, 23321, 0, 0, 152208969, 184937, 30557, 1888351, 31820, 사예, 전룡제후
남유ヘ, 141, 774, 5928999, 41830, 1649, 0, 92339027, 426782, 21744, 248556, 27013, 서촉, 그룹 없음
어머나농부, 118, 660, 5626498, 79500, 450, 0, 96561063, 577941, 34429, 126562, 28320, 사예, 영농조합
달료라농부, 103, 596, 5555999, 66456, 50, 0, 109788775, 573880, 38548, 1733881, 32030, 사예, 영농조합
無限알터, 29, 196, 5541187, 115882, 500, 204930, 156627766, 1225055, 51515, 1189809, 27190, 사예, 무한
巛르브론, 109, 618, 5517797, 59087, 0, 1036116, 92347002, 621316, 14106, 3315451, 23783, 사예, 질주
후니농부, 131, 727, 5493282, 57753, 400, 0, 102162562, 460787, 37907, 948874, 31443, 사예, 영농조합
無帝라면, 80, 458, 5366605, 78395, 0, 0, 139507444, 712778, 34484, 652731, 34816, 사예, 그룹 없음
巛Aka, 98, 561, 5360662, 55347, 500, 0, 141512897, 637631, 41890, 738532, 30126, 사예, 질주
딱구, 108, 609, 4782198, 91807, 1641, 0, 97778501, 580716, 38964, 568221, 27751, 서촉, 하마
酒퍼슈수, 111, 629, 4589574, 51368, 150, 0, 122665531, 541091, 34581, 2660791, 30400, 사예, 주점
휴우먼농부, 183, 1025, 4556293, 22169, 0, 0, 64842429, 215428, 15638, 767327, 21600, 사예, 영농조합
众조선한량, 184, 1035, 4398429, 55173, 1050, 0, 68451785, 189051, 30562, 127253, 18850, 사예, 주점
흑색의용, 173, 949, 4387336, 30553, 336, 0, 81569228, 295886, 13066, 356330, 30610, 서촉, 하마
ST자방, 167, 911, 4337423, 71792, 0, 0, 83093657, 307129, 24858, 482800, 24320, 서촉, 그룹 없음
비루스, 84, 480, 4255543, 85374, 0, 0, 116485738, 702459, 28256, 205930, 32350, 사예, 무한
SP스랄, 119, 669, 4242063, 63370, 0, 0, 105398796, 508049, 37488, 478595, 26060, 사예, 전룡제후
투쌈, 144, 796, 4112818, 53322, 645, 0, 80082027, 411799, 20780, 31491, 24080, 서촉, 하마
킹휘ㆍ, 124, 689, 4105896, 54571, 1160, 0, 90623845, 475022, 53214, 613362, 24483, 사예, 그룹 없음
킹넬ㆍ, 105, 599, 3898157, 73388, 0, 0, 72888871, 561655, 27444, 316204, 22820, 사예, 그룹 없음
삽질장인농부, 102, 593, 3739353, 73806, 350, 0, 111019165, 602529, 29023, 596591, 23730, 사예, 영농조합
뇽뇽농부, 168, 913, 3730309, 71157, 0, 0, 69339110, 299464, 34836, 677370, 24569, 사예, 영농조합
巛양고기, 193, 1200, 3675057, 19684, 350, 0, 56199084, 58905, 4701, 0, 25993, 사예, 질주
누이새참농부, 187, 1082, 3295518, 11956, 0, 0, 67587410, 152671, 4003, 2921671, 27819, 서촉, 영농조합
정경, 188, 1085, 3284453, 25057, 2235, 0, 86581440, 136117, 29448, 427130, 18435, 파군, 하마
기숙사, 160, 892, 3112981, 37110, 0, 0, 66909302, 314436, 23631, 1304439, 25130, 사예, 주점
侯낙양유치원, 66, 413, 3104370, 62228, 0, 0, 115685284, 796689, 25767, 1218864, 29590, 사예, 전룡제후
侯똘망이, 93, 531, 2943811, 58646, 50, 0, 121188542, 666232, 31739, 578053, 24630, 사예, 전룡제후
無限koko, 139, 762, 2729094, 53405, 350, 0, 68088866, 408928, 42457, 3111527, 21960, 사예, 무한
無限비즈마키, 146, 811, 2545713, 31740, 200, 173235, 64338111, 360449, 44620, 987932, 21280, 사예, 무한
巛눈웃음씨, 152, 837, 2486928, 42931, 0, 0, 74126256, 341773, 42111, 663835, 20470, 사예, 질주
해장사, 179, 984, 2344351, 30690, 0, 0, 43866017, 259041, 11425, 215117, 28300, 사예, 주점
쉬는농부, 91, 511, 2290545, 45819, 100, 0, 149383931, 683499, 22472, 460402, 33050, 사예, 영농조합
풀푸리농부, 149, 827, 2126799, 42237, 0, 0, 70835460, 364668, 29565, 655774, 20193, 사예, 영농조합
酒청하淸, 180, 993, 2019531, 27222, 50, 0, 67319380, 232735, 26693, 1455537, 21450, 사예, 주점
칼가자미, 46, 301, 1711146, 33994, 0, 0, 126645271, 986678, 29693, 2175404, 32490, 사예, 그룹 없음
풀프리농부, 175, 962, 1522451, 27376, 0, 0, 88005479, 257556, 30296, 0, 19560, 사예, 영농조합
巛룡, 148, 826, 1219173, 24070, 0, 302103, 74201458, 348963, 40877, 1208013, 22923, 사예, 질주
SP왕부하, 163, 906, 762192, 15251, 0, 0, 88360067, 299851, 28498, 781508, 26830, 사예, 전룡제후
巛우드, 178, 980, 631989, 12747, 350, 0, 68675523, 227035, 36552, 467223, 22380, 사예, 질주
無限거지왕초, 190, 1130, 557907, 10749, 521, 0, 46078348, 112236, 14908, 1035045, 18930, 서촉, 무한
無限마쉬, 195, 1221, 523188, 8769, 0, 3628982, 23953404, 9277, 25529, 27080175, 15210, 서촉, 무한
SP응삼이, 154, 868, 500256, 10136, 0, 0, 87427784, 332012, 22464, 1126369, 26400, 사예, 전룡제후
휴식라니, 171, 946, 494822, 9781, 0, 0, 41425424, 269014, 20347, 11666032, 10650, 사예, 그룹 없음
無限회남자, 196, 1223, 216078, 3697, 0, 3123675, 22430678, 8604, 21382, 23341396, 14150, 서촉, 무한
狂견, 192, 1189, 190792, 0, 0, 17830488, 42425038, 49737, 29859, 65954681, 18380, 파군, 질주
귤, 172, 947, 0, 0, 0, 0, 127864521, 236161, 41227, 0, 34900, 서촉, 영농조합
巛순신, 198, 1269, 0, 0, 0, 0, 3780425, 0, 4032, 0, 8760, 파군, 질주
킹느ㆍ, 200, , 0, 0, 0, 0, 910828, 0, 0, 0, 1976, 파군, 그룹 없음
